timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1672320489666,503,GET All Activities,200,OK,Stress Test 1-80,text,true,,3109,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,503,0,400
1672320489028,1141,GET All Activities,200,OK,Stress Test 1-16,text,true,,3109,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,1141,0,1030
1672320490096,73,GET All Activities,200,OK,Stress Test 1-3,text,true,,3109,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,73,0,0
1672320489367,806,GET All Activities,200,OK,Stress Test 1-50,text,true,,3109,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,806,0,697
1672320489567,607,GET All Activities,200,OK,Stress Test 1-70,text,true,,3019,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,607,0,505
1672320489688,486,GET All Activities,200,OK,Stress Test 1-82,text,true,,3109,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,486,0,390
1672320489276,899,GET All Activities,200,OK,Stress Test 1-41,text,true,,3019,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,899,0,802
1672320488967,1209,GET All Activities,200,OK,Stress Test 1-4,text,true,,3019,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,1209,0,1111
1672320489357,821,GET All Activities,200,OK,Stress Test 1-49,text,true,,3019,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,821,0,721
1672320489676,502,GET All Activities,200,OK,Stress Test 1-81,text,true,,3109,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,502,0,388
1672320489456,722,GET All Activities,200,OK,Stress Test 1-59,text,true,,3019,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,722,0,623
1672320488967,1213,GET All Activities,200,OK,Stress Test 1-6,text,true,,3109,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,1213,0,1097
1672320489328,852,GET All Activities,200,OK,Stress Test 1-46,text,true,,3019,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,852,0,751
1672320488967,1213,GET All Activities,200,OK,Stress Test 1-5,text,true,,3109,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,1213,0,1095
1672320489418,762,GET All Activities,200,OK,Stress Test 1-55,text,true,,3019,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,762,0,660
1672320489722,460,GET All Activities,200,OK,Stress Test 1-85,text,true,,3019,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,459,0,359
1672320489287,895,GET All Activities,200,OK,Stress Test 1-42,text,true,,3019,164,100,100,https://p3udacityduyyugi-appservice.azurewebsites.net/api/Activities,895,0,785
